latitude,longitude,sst,sss,d18osw
-11.086001,114.687503,25.439066,33.615049,0.745050
-11.086001,115.812503,25.522766,33.542742,0.728811
-11.086001,116.937503,25.630354,33.429034,0.700842
-11.086001,118.062503,25.716435,33.295904,0.667560
-11.086001,119.187503,25.829747,33.163236,0.634097
-11.086001,120.312503,25.916311,33.040515,0.603408
-11.086001,121.437503,25.955412,32.918295,0.572916
-11.086001,122.562503,25.962982,32.765543,0.533731
-11.086001,123.687503,26.021383,32.635716,0.500661
-11.086001,124.812503,26.085833,32.598102,0.491786
-11.086001,125.937504,26.150855,32.588210,0.489881
-11.086001,143.937504,24.094290,34.027541,0.991620
-11.086001,145.062504,23.861385,34.110313,1.019119
-11.086001,146.187504,23.901820,34.060867,1.007043
